0.000000e+00	9.900168791302834e+31
2.600026e-13	9.918642002812956e+31
5.200052e-13	9.937163999155778e+31
7.800078e-13	9.955734926045858e+31
1.040010e-12	9.974354925922548e+31
1.300013e-12	9.99302414384421e+31
1.560016e-12	1.0011742725223176e+32
1.820018e-12	1.003051081795457e+32
2.080021e-12	1.0049328565486198e+32
2.340023e-12	1.0068196113012253e+32
2.600026e-12	1.0087113606562102e+32
2.860029e-12	1.0106081192564006e+32
3.120031e-12	1.0125099017845143e+32
3.380034e-12	1.0144167229631514e+32
3.640036e-12	1.0163285975548174e+32
3.900039e-12	1.0182455403618882e+32
4.160042e-12	1.02016756623117e+32
4.420044e-12	1.0220946906227937e+32
4.680047e-12	1.0240269285244811e+32
4.940049e-12	1.0259642946360076e+32
5.200052e-12	1.0279068040136112e+32
5.460055e-12	1.0298544717564808e+32
5.720057e-12	1.0318073130067698e+32
5.980060e-12	1.0337653429496072e+32
6.240062e-12	1.0357285768130562e+32
6.500065e-12	1.0376970298681681e+32
6.760068e-12	1.0396707174289294e+32
7.020070e-12	1.0416496546058345e+32
7.280073e-12	1.0436338561477038e+32
7.540075e-12	1.0456233379575657e+32
7.800078e-12	1.0476181155053977e+32
8.060081e-12	1.0496182042590336e+32
8.320083e-12	1.0516236197259305e+32
8.580086e-12	1.0536343774531692e+32
8.840088e-12	1.0556504930274746e+32
9.100091e-12	1.05767198207519e+32
9.360094e-12	1.0596988602622924e+32
9.620096e-12	1.0617311432845136e+32
9.880099e-12	1.0637688467084141e+32
1.014010e-11	1.0658119863652758e+32
1.040010e-11	1.0678605781182954e+32
1.066011e-11	1.0699146378172464e+32
1.092011e-11	1.0719741813507245e+32
1.118011e-11	1.0740392246461422e+32
1.144011e-11	1.0761097836697648e+32
1.170012e-11	1.0781858744266545e+32
1.196012e-11	1.0802675129607203e+32
1.222012e-11	1.0823547153547041e+32
1.248012e-11	1.0844474977289563e+32
1.274013e-11	1.086545876242577e+32
1.300013e-11	1.0886498670960548e+32
1.326013e-11	1.090759486527267e+32
1.352014e-11	1.0928747508129345e+32
1.378014e-11	1.0949956762685252e+32
1.404014e-11	1.0971222792483843e+32
1.430014e-11	1.0992545761456608e+32
1.456015e-11	1.1013925833922935e+32
1.482015e-11	1.103536317459089e+32
1.508015e-11	1.1056857948294002e+32
1.534015e-11	1.1078410320864819e+32
1.560016e-11	1.110002045749879e+32
1.586016e-11	1.1121688524848564e+32
1.612016e-11	1.1143414689528782e+32
1.638016e-11	1.1165199118541349e+32
1.664017e-11	1.1187041979276136e+32
1.690017e-11	1.1208943439510182e+32
1.716017e-11	1.1230903667407987e+32
1.742017e-11	1.125292283152081e+32
1.768018e-11	1.1275001100778907e+32
1.794018e-11	1.1297138642673078e+32
1.820018e-11	1.1319335626959222e+32
1.846018e-11	1.1341592224923135e+32
1.872019e-11	1.1363908606997452e+32
1.898019e-11	1.138628494399873e+32
1.924019e-11	1.1408721407126813e+32
1.950020e-11	1.1431218167965104e+32
1.976020e-11	1.1453775398479985e+32
2.002020e-11	1.1476393271020899e+32
2.028020e-11	1.1499071958320264e+32
2.054021e-11	1.1521811633492616e+32
2.080021e-11	1.1544612470035019e+32
2.106021e-11	1.1567474641826853e+32
2.132021e-11	1.1590398323129223e+32
2.158022e-11	1.161338368858495e+32
2.184022e-11	1.1636430913218776e+32
2.210022e-11	1.1659540172435848e+32
2.236022e-11	1.1682711642023737e+32
2.262023e-11	1.1705945498149921e+32
2.288023e-11	1.1729241917362987e+32
2.314023e-11	1.1752601076592033e+32
2.340023e-11	1.177602315314606e+32
2.366024e-11	1.179950832471498e+32
2.392024e-11	1.182305676858319e+32
2.418024e-11	1.1846668650753939e+32
2.444024e-11	1.1870344156056256e+32
2.470025e-11	1.1894083467432963e+32
2.496025e-11	1.1917886764175803e+32
2.522025e-11	1.1941754225942524e+32
2.548025e-11	1.1965686032755531e+32
2.574026e-11	1.1989682365002225e+32
2.600026e-11	1.2013743403433725e+32
2.626026e-11	1.2037869329164113e+32
2.652027e-11	1.2062060323671446e+32
2.678027e-11	1.208631656879594e+32
2.704027e-11	1.2110638246739966e+32
2.730027e-11	1.2135025540067454e+32
2.756028e-11	1.2159478631703277e+32
2.782028e-11	1.2183997704933866e+32
2.808028e-11	1.2208582943405184e+32
2.834028e-11	1.2233234531122939e+32
2.860029e-11	1.225795265245237e+32
2.886029e-11	1.2282737492117398e+32
2.912029e-11	1.2307589235200473e+32
2.938029e-11	1.2332508067142072e+32
2.964030e-11	1.235749417373918e+32
2.990030e-11	1.2382547741146861e+32
3.016030e-11	1.2407668952459372e+32
3.042030e-11	1.2432857977832682e+32
3.068031e-11	1.2458115017452672e+32
3.094031e-11	1.2483440261092956e+32
3.120031e-11	1.250883389627073e+32
3.146031e-11	1.253429611083751e+32
3.172032e-11	1.255982709298056e+32
3.198032e-11	1.2585427031219255e+32
3.224032e-11	1.2611096114406093e+32
3.250033e-11	1.2636834531725885e+32
3.276033e-11	1.2662642472694346e+32
3.302033e-11	1.2688520127156479e+32
3.328033e-11	1.2714467685287993e+32
3.354034e-11	1.2740485337592064e+32
3.380034e-11	1.2766573274899757e+32
3.406034e-11	1.2792731688368796e+32
3.432034e-11	1.2818960769483376e+32
3.458035e-11	1.2845260710051941e+32
3.484035e-11	1.2871631702208395e+32
3.510035e-11	1.2898073938408464e+32
3.536035e-11	1.2924587611431931e+32
3.562036e-11	1.2951172914379394e+32
3.588036e-11	1.2977830040672674e+32
3.614036e-11	1.3004559184053406e+32
3.640036e-11	1.3031360529017701e+32
3.666037e-11	1.3058234253377067e+32
3.692037e-11	1.3085180570705541e+32
3.718037e-11	1.3112199676436381e+32
3.744037e-11	1.313929176533216e+32
3.770038e-11	1.3166457032444817e+32
3.796038e-11	1.319369567311364e+32
3.822038e-11	1.3221007882965663e+32
3.848038e-11	1.324839385791245e+32
3.874039e-11	1.3275853794149806e+32
3.900039e-11	1.3303387888155339e+32
3.926039e-11	1.3330996336689928e+32
3.952040e-11	1.3358679336791609e+32
3.978040e-11	1.338643708577964e+32
4.004040e-11	1.341426978124833e+32
4.030040e-11	1.3442177621069453e+32
4.056041e-11	1.3470160803388013e+32
4.082041e-11	1.3498219526623458e+32
4.108041e-11	1.3526353989465642e+32
4.134041e-11	1.3554564390875842e+32
4.160042e-11	1.358285093008473e+32
4.186042e-11	1.3611213806589962e+32
4.212042e-11	1.3639653220154964e+32
4.238042e-11	1.3668169370810948e+32
4.264043e-11	1.3696762437434723e+32
4.290043e-11	1.3725432613737877e+32
4.316043e-11	1.3754180120411189e+32
4.342043e-11	1.3783005157823834e+32
4.368044e-11	1.3811907926561957e+32
4.394044e-11	1.3840888627435532e+32
4.420044e-11	1.3869947461477558e+32
4.446044e-11	1.3899084629937197e+32
4.472045e-11	1.392830033428381e+32
4.498045e-11	1.3957594776199698e+32
4.524045e-11	1.3986968157582925e+32
4.550046e-11	1.4016420680541672e+32
4.576046e-11	1.4045952547392216e+32
4.602046e-11	1.4075563960660954e+32
4.628046e-11	1.4105255123076736e+32
4.654047e-11	1.4135026237574495e+32
4.680047e-11	1.4164877507287185e+32
4.706047e-11	1.419480913555061e+32
4.732047e-11	1.422482132589416e+32
4.758048e-11	1.4254914282046454e+32
4.784048e-11	1.428508820792606e+32
4.810048e-11	1.4315343307643917e+32
4.836048e-11	1.434567978550132e+32
4.862049e-11	1.437609784487844e+32
4.888049e-11	1.4406597655133932e+32
4.914049e-11	1.4437179432821176e+32
